,titulo,ano,mes,dia
1543,Os Smurfs,2016,Dezembro,16
1544,Polo Norte,2016,Dezembro,19
1545,Pequenos Espiões 4,2016,Dezembro,20
1546,A Origem Dos Guardiões,2016,Dezembro,21
1547,Menores Desacompanhados,2016,Dezembro,22
1548,Como Treinar O Seu Dragão,2016,Dezembro,23
1549,Homem De Ferro,2016,Dezembro,26
1550,Aventura Dos Sete Mares,2016,Dezembro,27
1551,Por Água Abaixo,2016,Dezembro,28
1552,Alvin E Os Esquilos 2,2016,Dezembro,29
1553,Shrek Terceiro,2016,Dezembro,30
1555,Coração De Cavaleiro,2015,Janeiro,02
1556,Marley & Eu,2015,Janeiro,05
1557,Nunca Fui Beijada,2015,Janeiro,06
1558,Wendy Wu: A Garota Kung Fu,2015,Janeiro,07
1559,Férias Da Família Johnson,2015,Janeiro,08
1560,Free Willy,2015,Janeiro,09
1561,Vovó...Zona,2015,Janeiro,12
1562,Ilha Da Aventura,2015,Janeiro,13
1563,O Fada Do Dente 2,2015,Janeiro,14
1564,O Bicho Vai Pegar 3,2015,Janeiro,15
1565,Radio Rebel,2015,Janeiro,16
1566,Eu E Meu Guarda-Chuva,2015,Janeiro,19
1567,Aromas E Sensibilidade,2015,Janeiro,20
1568,Dragonball Evolution,2015,Janeiro,21
1569,Hanni & Nanni,2015,Janeiro,22
1570,A Hora Da Virada,2015,Janeiro,23
1571,Escola De Rock,2015,Janeiro,26
1572,Operação: Salvem Os Golfinhos,2015,Janeiro,27
1573,Se Eu Fosse Você,2015,Janeiro,28
1574,Por Água Abaixo,2015,Janeiro,29
1575,O Castelo Do Medo,2015,Janeiro,30
1576,O Grande Dave,2015,Fevereiro,02
1577,Meu Primeiro Amor: Parte 2,2015,Fevereiro,03
1578,A Família Da Noiva,2015,Fevereiro,04
1579,À Prova De Fogo,2015,Fevereiro,05
1580,Doze É Demais 2,2015,Fevereiro,06
1581,Top Gun: Ases Indomáveis,2015,Fevereiro,09
1582,Vestida Para Casar,2015,Fevereiro,10
1583,Sempre Ao Seu Lado,2015,Fevereiro,11
1584,Mudança De Hábito 2: Mais Loucuras No Convento,2015,Fevereiro,12
1585,A Filha Do Chefe,2015,Fevereiro,13
1586,Segurança De Shopping,2015,Fevereiro,16
1589,Meu Pai Herói,2015,Fevereiro,19
1590,A Conselheira Amorosa,2015,Fevereiro,20
1591,As Férias Da Minha Vida,2015,Fevereiro,23
1592,Recém-Chegada,2015,Fevereiro,24
1593,Uma Prova De Amor,2015,Fevereiro,25
1594,Um Caminho Para Dois,2015,Fevereiro,26
1595,Minha Noiva De Mentira,2015,Fevereiro,27
1596,O Menino Da Porteira,2015,Março,02
1597,Tá Todo Mundo Louco,2015,Março,03
1598,Os Três Desejos,2015,Março,04
1599,Vida Roubada,2015,Março,05
1600,"Grande Menina, Pequena Mulher",2015,Março,06
1601,O Jogo Do Amor,2015,Março,09
1602,Sempre Amigos,2015,Março,10
1604,Ace: Uma Questão De Justiça,2015,Março,12
1605,Soul Surfer: Coragem De Viver,2015,Março,13
1606,Hitch: Conselheiro Amoroso,2015,Março,16
1607,Um Encontro Com Seu Ídolo!,2015,Março,17
1609,Tentação Fatal,2015,Março,19
1610,O Renascer De Uma Mulher,2015,Março,20
1611,O Diário De Uma Babá,2015,Março,23
1612,Minhas Seis Esposas,2015,Março,24
1613,As 7 Regras Do Amor,2015,Março,25
1615,O Paizão,2015,Março,27
1616,Cartas Para Deus,2015,Março,30
1617,Ensinando A Viver,2015,Março,31
1618,No Caminho Do Sucesso,2015,Abril,01
1619,O Aluno Ducobu,2015,Abril,02
1620,Operação Babá,2015,Abril,03
1621,E Se Fosse Verdade,2015,Abril,06
1622,Um Dia Especial,2015,Abril,07
1623,Jogo Da Vida,2015,Abril,08
1624,Olha Quem Está Falando,2015,Abril,09
1625,Acampamento Do Papai,2015,Abril,10
1626,E Se...Você Tivesse Uma Segunda Chance?,2015,Abril,13
1627,O Contador De Histórias,2015,Abril,14
1629,Tudo Por Amor,2015,Abril,16
1630,O Casamento Dos Meus Sonhos,2015,Abril,17
1631,Uma Noite No Museu,2015,Abril,20
1633,Ghost: Do Outro Lado Da Vida,2015,Abril,22
1634,O Amor Mora Ao Lado | Vovó...Zona 2,2015,Abril,23
1635,Como Se Fosse A Primeira Vez,2015,Abril,24
1636,Mamãe Precisa Casar,2015,Abril,27
1637,À Primeira Vista,2015,Abril,28
1638,Mentira Perfeita,2015,Abril,29
1639,Três Ladrões E Um Bebê,2015,Abril,30
1641,A Última Música,2015,Maio,04
1642,Enquanto Você Dormia,2015,Maio,05
1644,Atraídos Pelo Destino,2015,Maio,07
1645,"Espelho, Espelho Meu",2015,Maio,08
1646,A Proposta,2015,Maio,11
1648,"Flashdance, Em Ritmo De Embalo",2015,Maio,13
1649,O Céu De Outubro,2015,Maio,14
1650,Um Amor Perfeito,2015,Maio,15
1651,Família Por Acaso,2015,Maio,18
1652,A Força De Um Sonho,2015,Maio,19
1653,Pai Por Acaso,2015,Maio,20
1654,À Procura Da Felicidade,2015,Maio,21
1655,Doce Lar,2015,Maio,22
1656,O Melhor Amigo Da Noiva,2015,Maio,25
1657,Uma Escolha De Mãe,2015,Maio,26
1658,Duas Vidas,2015,Maio,27
1659,Jogada Certa,2015,Maio,28
1661,Um Grande Garoto,2015,Junho,01
1662,O Diabo Veste Prada,2015,Junho,02
1663,O Amor De Um Pai,2015,Junho,03
1664,As Crônicas De Nárnia: Príncipe Caspian,2015,Junho,04
1666,Resgate Do Amor,2015,Junho,08
1667,Um Presente Especial,2015,Junho,09
1668,Doze É Demais,2015,Junho,10
1669,Aprendendo A Viver,2015,Junho,11
1670,Namorada De Aluguel,2015,Junho,12
1671,Voando Alto,2015,Junho,15
1672,Revivendo O Amor,2015,Junho,16
1673,Surpresa Em Dobro,2015,Junho,17
1674,Salvem Minha Filha!,2015,Junho,18
1675,O Auto Da Compadecida,2015,Junho,19
1676,Correio Do Amor,2015,Junho,22
1677,A Cura,2015,Junho,23
1679,"Meu Pai, Meu Herói",2015,Junho,25
1680,Click,2015,Junho,26
1681,O Amor É Cego,2015,Junho,29
1682,Castelos De Gelo,2015,Junho,30
1683,Parada Inesperada,2015,Julho,01
1684,A Lenda Do Tesouro Perdido,2015,Julho,02
1686,A Lenda De Longwood,2015,Julho,06
1687,Uma Família De Fantasmas,2015,Julho,07
1688,Vencendo Desafios,2015,Julho,08
1689,Monstros VS Alienígenas,2015,Julho,09
1690,Marley & Eu 2: Filhote Encrenqueiro,2015,Julho,10
1691,O Dragão Dourado,2015,Julho,13
1692,Hanni & Nanni 2,2015,Julho,14
1693,Fantasmas A Bordo,2015,Julho,15
1694,Super-Herói: O Filme,2015,Julho,16
1695,Flicka 3,2015,Julho,17
1696,Garoto-Formiga 2,2015,Julho,20
1697,Ducobu 2,2015,Julho,21
1698,Meu Pé De Laranja Lima,2015,Julho,22
1699,Inimigos De Infância,2015,Julho,23
1700,Tá Chovendo Hambúrguer,2015,Julho,24
1703,Esposa De Mentirinha,2015,Agosto,10
1704,Querido John,2015,Agosto,11
1705,Um Tira No Jardim De Infância,2015,Agosto,12
1706,17 Outra Vez,2015,Agosto,13
1707,Noivas Em Guerra,2015,Agosto,14
1708,Doze É Demais 2,2015,Agosto,17
1709,Porta Do Céu,2015,Agosto,18
1710,Impacto Profundo,2015,Agosto,19
1711,Decisões Extremas,2015,Agosto,20
1712,Como Não Esquecer Essa Garota,2015,Agosto,21
1713,"Loucas Por Amor, Viciadas Em Dinheiro",2015,Agosto,24
1714,Sempre Ao Seu Lado,2015,Agosto,25
1715,"Grande Menina, Pequena Mulher",2015,Agosto,26
1716,Só A Verdade Cura,2015,Agosto,27
1717,Encontro De Amor,2015,Agosto,28
1718,As Mil Palavras,2015,Agosto,31
1719,Flores De Aço,2015,Setembro,01
1720,Entrando Numa Fria,2015,Setembro,02
1721,À Prova De Fogo,2015,Setembro,03
1722,O Terno De 2 Bilhões De Dólares,2015,Setembro,04
1723,Rango,2015,Setembro,07
1724,Meu Namorado Do Futuro,2015,Setembro,08
1725,A Lagoa Azul,2015,Setembro,09
1726,Dança Comigo?,2015,Setembro,10
1727,Uma Boa Ação,2015,Setembro,11
1728,Uma Prova De Amor,2015,Setembro,14
1729,De Repente 30,2015,Setembro,15
1730,Meu Primeiro Amor,2015,Setembro,16
1731,Um Presente Para Toda Vida,2015,Setembro,17
1732,A Família Da Noiva,2015,Setembro,18
1733,Quando Em Roma,2015,Setembro,21
1734,Johnny,2015,Setembro,22
1735,Páginas Do Amor,2015,Setembro,23
1736,Mudança De Hábito,2015,Setembro,24
1737,Além Da Sala De Aula,2015,Setembro,25
1738,O Candidato,2015,Setembro,28
1739,Voltando A Sonhar,2015,Setembro,29
1740,Entrando Numa Fria Maior Ainda Com A Família,2015,Setembro,30
1741,Lição De Vida,2015,Outubro,01
1742,Meu Pai Herói,2015,Outubro,02
1743,Do Outro Lado Da Linha,2015,Outubro,05
1744,Um Caminho Para Dois,2015,Outubro,06
1745,O Renascer De Uma Mulher,2015,Outubro,07
1746,Vida Roubada,2015,Outubro,08
1747,Missão Quase Impossível,2015,Outubro,09
1748,Madagascar 2,2015,Outubro,12
1749,Falando Grego,2015,Outubro,13
1750,P.S. Eu Te Amo,2015,Outubro,14
1751,Shrek 2,2015,Outubro,15
1752,Operação Babá,2015,Outubro,16
1753,Como Se Fosse A Primeira Vez,2015,Outubro,19
1754,Sonhadora,2015,Outubro,20
1755,Amor Às Escuras,2015,Outubro,21
1756,Edward Mãos De Tesoura,2015,Outubro,22
1757,O Zelador Animal,2015,Outubro,23
1758,Como Agarrar Meu Ex-Namorado,2015,Outubro,26
1759,As Férias Da Minha Vida,2015,Outubro,27
1760,Jimmy: Um Elo De Amor,2015,Outubro,28
1761,O Fada Do Dente,2015,Outubro,29
1762,Recém-Casados,2015,Outubro,30
1763,Uma Noite No Museu,2015,Novembro,02
1764,As 7 Regras Do Amor,2015,Novembro,03
1765,Cada Um Tem A Gêmea Que Merece,2015,Novembro,04
1766,Força De Viver,2015,Novembro,05
1767,A Fera,2015,Novembro,06
1768,Os Pinguins Do Papai,2015,Novembro,09
1769,O Diário De Uma Babá,2015,Novembro,10
1770,O Menino Da Porteira,2015,Novembro,11
1771,Uma Irmã Em Minha Vida,2015,Novembro,12
1772,Vovó...Zona,2015,Novembro,13
1773,Compramos Um Zoológico,2015,Novembro,16
1774,Seu Desejo É Uma Ordem,2015,Novembro,17
1775,Aromas E Sensibilidade,2015,Novembro,18
1776,Lagoa Azul: O Despertar,2015,Novembro,19
1777,Bater Ou Correr,2015,Novembro,20
1778,Hitch: Conselheiro Amoroso,2015,Novembro,23
1779,Quando O Amor Acontece,2015,Novembro,24
1780,Amor Plus Size,2015,Novembro,25
1781,Aprendendo A Amar,2015,Novembro,26
1782,O Casamento Dos Meus Sonhos,2015,Novembro,27
1783,O Mentiroso | O Bicho Vai Pegar 3,2015,Novembro,30
1784,Meu Namorado Perfeito,2015,Dezembro,01
1785,"Corina, Uma Babá Perfeita",2015,Dezembro,02
1786,Soul Surfer: Coragem De Viver,2015,Dezembro,03
1787,A Inveja Mata,2015,Dezembro,04
1788,O Casamento De Romeu E Julieta,2015,Dezembro,07
1789,Sempre Amigos | O Bicho Vai Pegar 2,2015,Dezembro,08
1790,O Amor É Cego,2015,Dezembro,09
1791,Coração De Campeão,2015,Dezembro,10
1792,O Paizão,2015,Dezembro,11
1793,Um Bom Partido,2015,Dezembro,14
1794,Tudo O Que Uma Garota Quer,2015,Dezembro,15
1795,Um Amor De Estimação,2015,Dezembro,16
1796,A Grande Família: O Filme,2015,Dezembro,17
1797,Tá Chovendo Hambúrguer,2015,Dezembro,18
1798,O Sentido Da Vida,2015,Dezembro,21
1799,Procura-se Um Papai Noel Desesperadamente,2015,Dezembro,22
1800,Até Que A Sorte Nos Separe,2015,Dezembro,23
1801,Um Natal Brilhante,2015,Dezembro,24
1802,Monstros VS Alienígenas,2015,Dezembro,25
1803,Kung Fu Panda,2015,Dezembro,28
1804,Meninas Malvadas,2015,Dezembro,29
1805,Quarteto Fantástico,2015,Dezembro,30
1806,Segurança De Shopping,2015,Dezembro,31
1807,Garfield 2,2014,Janeiro,01
1808,Minha Babá É Uma Vampira: O Filme,2014,Janeiro,02
1809,A Creche Do Papai,2014,Janeiro,03
1810,Click,2014,Janeiro,06
1811,Sonhadora,2014,Janeiro,07
1812,Pequenos Espiões 3D,2014,Janeiro,08
1813,Por Água Abaixo,2014,Janeiro,09
1814,Rádio Rebel,2014,Janeiro,10
1815,Bee Movie: A História De Uma Abelha,2014,Janeiro,13
1816,Eu E Meu Guarda-Chuva,2014,Janeiro,14
1817,Resgate De Uma Vida,2014,Janeiro,15
1818,Peter Pan,2014,Janeiro,16
1819,Um Tira Muito Suspeito,2014,Janeiro,17
1820,Um Faz De Conta Que Acontece,2014,Janeiro,20
1821,Vovó...Zona 2,2014,Janeiro,21
1822,As Aventuras De Sammy,2014,Janeiro,22
1823,O Castelo Do Medo,2014,Janeiro,23
1824,Alaska: Uma Aventura Inacreditável,2014,Janeiro,24
1825,Mansão Mal-Assombrada,2014,Janeiro,27
1826,Tinker Bell E O Tesouro Perdido,2014,Janeiro,28
1827,Um Show De Verão,2014,Janeiro,29
1828,Wendy Wu: A Garota Kung Fu,2014,Janeiro,30
1829,MIB: Homens De Preto 2,2014,Janeiro,31
1830,Robôs,2014,Fevereiro,03
1831,Entrando Numa Fria Maior Ainda,2014,Fevereiro,04
1832,Sob A Mesma Lua,2014,Fevereiro,05
1833,Minha Noiva De Mentira,2014,Fevereiro,06
1834,"Flashdance, Em Ritmo De Embalo",2014,Fevereiro,07
1835,O Melhor Amigo Da Noiva,2014,Fevereiro,10
1836,A Verdadeira Família,2014,Fevereiro,11
1837,Do Que As Mulheres Gostam,2014,Fevereiro,12
1838,La Bamba,2014,Fevereiro,13
1839,O Medalhão,2014,Fevereiro,14
1840,Marley & Eu,2014,Fevereiro,17
1841,Curtindo A Vida Adoidado,2014,Fevereiro,18
1842,Chico Xavier,2014,Fevereiro,19
1843,Missão Quase Impossível,2014,Fevereiro,20
1844,Você De Novo,2014,Fevereiro,21
1845,Karatê Kid: A Hora Da Verdade,2014,Fevereiro,24
1846,"Loucas Por Amor, Viciadas Em Dinheiro",2014,Fevereiro,25
1847,"Corina, Uma Babá Perfeita",2014,Fevereiro,26
1848,Escola Da Vida,2014,Fevereiro,27
1849,Sabrina Na Austrália,2014,Fevereiro,28
1853,Uma Garota Encantada,2014,Março,06
1854,Garoto-Formiga,2014,Março,07
1855,De Volta À Lagoa Azul,2014,Março,10
1856,Decisões Extremas,2014,Março,11
1857,Top Gun: Ases Indomáveis,2014,Março,12
1858,As Aparências Enganam,2014,Março,13
1859,Operação: Salvem Os Golfinhos,2014,Março,14
1860,Férias Da Família Johnson,2014,Março,17
1861,Voltando A Sonhar,2014,Março,18
1862,Noiva Em Fuga,2014,Março,19
1863,Aprendendo A Amar,2014,Março,20
1864,Pai Por Acaso,2014,Março,21
1865,Quando O Amor Acontece,2014,Março,24
1866,O Renascer De Uma Mulher,2014,Março,25
1867,A Cura,2014,Março,26
1868,Brigada 49,2014,Março,27
1869,Porta Do Céu,2014,Março,28
1870,Surpresa Em Dobro,2014,Março,31
1872,Splash: Uma Sereia Em Minha Vida,2014,Abril,02
1873,No Caminho Do Sucesso,2014,Abril,03
1874,De Volta Para Casa,2014,Abril,04
1875,Imagine Só,2014,Abril,07
1876,Sempre Ao Seu Lado,2014,Abril,08
1878,Lado A Lado,2014,Abril,10
1879,Três Solteirões E Um Bebê,2014,Abril,11
1880,Sorte No Amor,2014,Abril,14
1881,À Primeira Vista,2014,Abril,15
1882,Atraídos Pelo Destino,2014,Abril,16
1883,Neve Pra Cachorro,2014,Abril,17
1884,Kung Fu Panda,2014,Abril,18
1885,Wall-E,2014,Abril,21
1886,Namorada De Aluguel,2014,Abril,22
1888,Aromas E Sensibilidade,2014,Abril,24
1889,A Família Da Noiva,2014,Abril,25
1890,O Casamento Dos Meus Sonhos,2014,Abril,28
1892,Meu Pai Herói,2014,Abril,30
1893,O Bicho Vai Pegar 3,2014,Maio,01
1894,Herbie: Meu Fusca Turbinado,2014,Maio,02
1895,Tudo Que Uma Garota Quer,2014,Maio,05
1896,O Amor Acontece,2014,Maio,06
1897,Meu Primeiro Amor: Parte 2,2014,Maio,07
1898,Nas Profundezas Do Mar Sem Fim,2014,Maio,08
1899,Vovó...Zona,2014,Maio,09
1900,De Repente 30,2014,Maio,12
1901,Os Três Desejos,2014,Maio,13
1902,A Filha Do Presidente,2014,Maio,14
1903,Nunca Fui Beijada,2014,Maio,15
1904,Garfield: O Filme,2014,Maio,16
1905,Se Eu Fosse Você,2014,Maio,19
1906,À Prova De Fogo,2014,Maio,20
1907,Doze É Demais,2014,Maio,21
1908,Ilha Da Aventura,2014,Maio,22
1910,Mudança De Hábito 2: Mais Loucuras No Convento,2014,Maio,26
1911,Evelyn: Uma História Verdadeira,2014,Maio,27
1912,Recém-Chegada,2014,Maio,28
1915,A Vingança Das Damas De Honra,2014,Junho,02
1917,Virada Radical,2014,Junho,04
1918,Três Ladrões E Um Bebê,2014,Junho,05
1920,Vestida Para Casar,2014,Junho,09
1921,"Lancelot, O Primeiro Cavaleiro",2014,Junho,10
1922,Um Encontro Com Seu Ídolo!,2014,Junho,11
1934,Peter Pan: De Volta À Terra Do Nunca,2014,Junho,27
1937,Quarteto Fantástico,2014,Julho,02
1938,Robosapien: O Meu Melhor Amigo,2014,Julho,03
1940,Karatê Kid,2014,Julho,07
1942,Monstros VS Alienígenas,2014,Julho,09
1943,Volta Ao Mundo Em 80 Dias: Uma Aposta Muito Louca,2014,Julho,10
1944,A Lenda Do Zorro,2014,Julho,11
1945,Jogada Certa,2014,Julho,14
1946,Cartas Para Deus,2014,Julho,15
1947,Entrando Numa Fria,2014,Julho,16
1948,Recém-Formada,2014,Julho,17
1949,Falcão: O Campeão Dos Campeões,2014,Julho,18
1950,2 Filhos De Francisco,2014,Julho,21
1951,Quero Ser Grande,2014,Julho,22
1952,Um Caminho Para Dois,2014,Julho,23
1953,Tudo Por Amor,2014,Julho,24
1954,O Pequeno Nicolau,2014,Julho,25
1955,O Diário De Uma Babá,2014,Julho,28
1956,Tá Todo Mundo Louco,2014,Julho,29
1957,Um Dia Especial,2014,Julho,30
1958,O Terminal,2014,Julho,31
1959,A Família Buscapé,2014,Agosto,01
1960,E Se Fosse Verdade,2014,Agosto,04
1961,As Patricinhas De Beverly Hills,2014,Agosto,05
1962,Um Príncipe Em Minha Vida,2014,Agosto,06
1963,Aprendendo A Viver,2014,Agosto,07
1965,A Última Música,2014,Agosto,11
1966,Amor Por Acidente,2014,Agosto,12
1967,A Filha Do Chefe,2014,Agosto,13
1968,Ace: Uma Questão De Justiça,2014,Agosto,14
1969,Um Tira No Jardim De Infância,2014,Agosto,15
1970,A Força De Um Sonho,2014,Agosto,18
1971,Ela É O Cara,2014,Agosto,19
1972,E Se...Você Tivesse Uma Segunda Chance?,2014,Agosto,20
1973,Construindo Uma Carreira,2014,Agosto,21
1974,Uma Fada Em Nossas Vidas,2014,Agosto,22
1975,Soul Surfer: Coragem De Viver,2014,Agosto,25
1976,Cupido: A Magia Do Amor,2014,Agosto,26
1977,O Paizão,2014,Agosto,27
1978,Jogo Da Vida,2014,Agosto,28
1979,Incontrolável,2014,Agosto,29
1980,Cartas Para Julieta,2014,Setembro,01
1981,Dirty Dancing: Ritmo Quente,2014,Setembro,02
1983,Volcano: A Fúria,2014,Setembro,04
1984,Meninas Malvadas 2,2014,Setembro,05
1985,A Nova Cinderela,2014,Setembro,08
1986,Resgate Do Amor,2014,Setembro,09
1987,Uma Patricinha De Outro Mundo,2014,Setembro,10
1988,Escola Da Vida,2014,Setembro,11
1989,Os Três Mosqueteiros,2014,Setembro,12
1990,O Diário Da Princesa 2,2014,Setembro,15
1991,Ramona E Beezus,2014,Setembro,16
1992,Te Pego Lá Fora,2014,Setembro,17
1993,Procura Obsessiva,2014,Setembro,18
1994,Se Eu Fosse Você 2,2014,Setembro,19
1995,Uma Noite No Museu,2014,Setembro,22
1996,Um Presente Especial,2014,Setembro,23
1997,Mamãe Precisa Casar,2014,Setembro,24
1998,Meu Primeiro Amor,2014,Setembro,25
1999,Coração De Campeão,2014,Setembro,26
2000,Resgate De Uma Vida,2014,Setembro,29
2001,Decisões Extremas,2014,Setembro,30
2002,Trair E Coçar É Só Começar,2014,Outubro,01
2003,O Mentiroso,2014,Outubro,02
2004,Mentira Perfeita,2014,Outubro,03
2005,Entrando Numa Fria Maior Ainda,2014,Outubro,06
2006,Porta Do Céu,2014,Outubro,07
2007,O Amor Mora Ao Lado,2014,Outubro,08
2008,Sonhadora,2014,Outubro,09
2009,Aparecida: O Milagre,2014,Outubro,10
2010,Parada Inesperada,2014,Outubro,13
2011,Um Presente Para Helen,2014,Outubro,14
2012,Como Se Fosse A Primeira Vez,2014,Outubro,15
2013,Voltando A Sonhar,2014,Outubro,16
2014,Sorte No Amor,2014,Outubro,17
2015,A Recruta Hollywood,2014,Outubro,20
2016,Um Faz De Conta Que Acontece,2014,Outubro,21
2017,As Aparências Enganam,2014,Outubro,22
2018,Doce Lar,2014,Outubro,23
2019,Missão Quase Impossível,2014,Outubro,24
2020,Você De Novo,2014,Outubro,27
2021,Amizade Inesperada,2014,Outubro,28
2022,Sob A Mesma Lua,2014,Outubro,29
2023,Aprendendo A Amar,2014,Outubro,30
2024,Vovó...Zona 2,2014,Outubro,31
2025,Uma Escolha De Mãe,2014,Novembro,03
2026,Pai Por Acaso,2014,Novembro,04
2027,Operação Babá,2014,Novembro,05
2028,Doce De Mãe,2014,Novembro,06
2029,Um Tira Muito Suspeito,2014,Novembro,07
2030,Click,2014,Novembro,10
2031,Família Por Acaso,2014,Novembro,11
2033,Quando O Amor Acontece,2014,Novembro,13
2034,Brigada 49,2014,Novembro,14
2035,Dança Comigo?,2014,Novembro,17
2037,A Cura,2014,Novembro,19
2038,O Medalhão,2014,Novembro,20
2039,Doze É Demais,2014,Novembro,21
2040,Velocidade Máxima 2,2014,Novembro,24
2041,Um Amor Perfeito,2014,Novembro,25
2042,Loucuras Na Idade Média,2014,Novembro,26
2043,O Casamento Do Meu Melhor Amigo,2014,Novembro,27
2044,Arrebentando Em Nova York,2014,Novembro,28
2045,Impacto Profundo,2014,Dezembro,01
2046,Castelos De Gelo,2014,Dezembro,02
2047,Duplex,2014,Dezembro,03
2048,O Diabo Veste Prada,2014,Dezembro,04
2049,Jack Hunter E O Olho Do Enigma,2014,Dezembro,05
2050,Surpresa Em Dobro,2014,Dezembro,08
2051,Salvem Minha Filha!,2014,Dezembro,09
2052,O Resgate Do Papai,2014,Dezembro,10
2053,A Filha Do Presidente,2014,Dezembro,11
2054,O Grande Desafio,2014,Dezembro,12
2055,De Repente 30,2014,Dezembro,15
2056,Programa De Proteção Para Princesas,2014,Dezembro,16
2057,O Amor É Cego,2014,Dezembro,17
2058,Procura-se Um Papai Noel Desesperadamente,2014,Dezembro,18
2059,Garoto-Formiga,2014,Dezembro,19
2060,O Anjo Mora Ao Lado,2014,Dezembro,22
2061,Garfield: O Filme,2014,Dezembro,23
2062,Apenas Amigos,2014,Dezembro,24
2063,O Reino Gelado,2014,Dezembro,25
2064,O Pequeno Nicolau,2014,Dezembro,26
2065,Uma Garota Encantada,2014,Dezembro,29
2066,Na Batida Do Coração,2014,Dezembro,30
2067,A Creche Do Papai,2014,Dezembro,31
2068,Madagascar,2013,Janeiro,01
2069,Pixel: A Garota Perfeita,2013,Janeiro,02
2070,Barbie Como Rapunzel,2013,Janeiro,03
2071,Tá Todo Mundo Louco,2013,Janeiro,04
2072,Querem Acabar Comigo,2013,Janeiro,07
2073,Cachorro Vampiro,2013,Janeiro,08
2074,Para Sempre Cinderella,2013,Janeiro,09
2075,Mulan,2013,Janeiro,10
2076,Todo Poderoso,2013,Janeiro,11
2077,O Espanta Tubarões,2013,Janeiro,14
2078,O Pestinha,2013,Janeiro,15
2079,Aquamarine,2013,Janeiro,16
2080,Férias Da Família Johnson,2013,Janeiro,17
2081,Space Chimps 2: O Retorno De Zartog,2013,Janeiro,18
2082,Ela É O Cara,2013,Janeiro,21
2083,Os Sem-Floresta,2013,Janeiro,22
2084,O Castelo Do Medo,2013,Janeiro,23
2085,As Loucuras De Dick E Jane,2013,Janeiro,24
2086,O Rei Leão 2: O Reino De Simba,2013,Janeiro,25
2087,Madagascar 2,2013,Janeiro,28
2088,Escola De Bruxas,2013,Janeiro,29
2089,Ninguém Segura Esses Fantasmas,2013,Janeiro,30
2090,Bebês Em Ação,2013,Janeiro,31
2091,Por Água Abaixo,2013,Fevereiro,01
2092,Wendy Wu: A Garota Kung Fu,2013,Fevereiro,04
2093,Desventuras Em Série,2013,Fevereiro,05
2094,A Herança De Mr. Deeds,2013,Fevereiro,06
2095,Lilo & Stitch,2013,Fevereiro,07
2096,Os Seis Signos Da Luz,2013,Fevereiro,08
2097,Vovó...Zona 2 | Pinocchio 3000,2013,Fevereiro,11
2100,Dr. Dolittle 3,2013,Fevereiro,14
2101,Starstruck: Meu Namorado É Uma Superestrela,2013,Fevereiro,15
2102,Doze É Demais 2,2013,Fevereiro,18
2103,Garota Veneno,2013,Fevereiro,19
2104,A Vingança Das Damas De Honra,2013,Fevereiro,20
2105,O Anel Da Luz Eterna,2013,Fevereiro,21
2106,10 Coisas Que Eu Odeio Em Você,2013,Fevereiro,22
2107,O Menino Da Porteira,2013,Fevereiro,25
2108,Vestida Para Casar,2013,Fevereiro,26
2109,Shrek,2013,Fevereiro,27
2110,Motoqueiros Selvagens,2013,Fevereiro,28
2111,Encontro De Amor,2013,Março,01
2112,Como Perder Um Homem Em 10 Dias,2013,Março,04
2113,Jogo Da Vida,2013,Março,05
2114,O Amor É Cego,2013,Março,06
2115,Na Trilha Da Fama,2013,Março,07
2116,Soltando Os Cachorros,2013,Março,08
2117,Super-Herói: O Filme,2013,Março,11
2118,O Diabo Veste Prada,2013,Março,12
2120,À Procura Da Felicidade,2013,Março,14
2121,Táxi,2013,Março,15
2122,Minha Babá É Uma Vampira: O Filme,2013,Março,18
2123,Casamento Grego,2013,Março,19
2124,A Nova Onda Do Imperador,2013,Março,20
2126,A Herdeira Da Máfia,2013,Março,22
2128,Lado A Lado,2013,Março,26
2129,A Filha Do Presidente,2013,Março,27
2130,A Lady E O Lobo: O Bicho Tá Solto,2013,Março,28
2131,Aparecida: O Milagre,2013,Março,29
2132,Bater Ou Correr Em Londres,2013,Abril,01
2134,Tá Dando Onda,2013,Abril,03
2135,O Paizão,2013,Abril,04
2136,Skyrunners,2013,Abril,05
2137,Hannah Montana: O Filme,2013,Abril,08
2138,Hitch: Conselheiro Amoroso,2013,Abril,09
2140,Ela E Os Caras,2013,Abril,11
2141,A Casa Monstro,2013,Abril,12
2142,Mansão Mal-Assombrada,2013,Abril,15
2143,Os 101 Dálmatas: O Filme,2013,Abril,16
2144,Sob A Mesma Lua,2013,Abril,17
2145,Nunca É Tarde Para Amar,2013,Abril,18
2146,"Corina, Uma Babá Perfeita",2013,Abril,19
2147,Arrebentando Em Nova York,2013,Abril,22
2149,Como Cães E Gatos,2013,Abril,24
2150,Resgate De Uma Vida,2013,Abril,25
2151,Uma Casa De Pernas Pro Ar,2013,Abril,26
2152,Como Viajar Com O Mala Do Seu Pai,2013,Abril,29
2153,As Férias Da Minha Vida,2013,Abril,30
2155,Um Príncipe Em Minha Vida 4,2013,Maio,02
2156,A Creche Do Papai,2013,Maio,03
2157,Sorte No Amor,2013,Maio,06
2158,Click,2013,Maio,07
2159,Decisões Extremas,2013,Maio,08
2160,A Família Da Noiva,2013,Maio,09
2161,Letra E Música,2013,Maio,10
